Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Hours from Noon,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Sky Cover_1,Sky Cover_2,Sky Cover_3,Sky Cover_4
1.0,0.32473072731064573,0.5555555555555556,0.7999999999999999,0.20784313725490194,0.9999999999999999,0.5232558139534884,0.07894736842105263,0.5238095238095255,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.46644577339406695,0.36111111111111116,0.48571428571428565,0.27843137254901956,0.9999999999999999,0.7674418604651163,0.21052631578947367,0.6190476190476168,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.18893973525294264,0.5277777777777779,0.7428571428571428,0.5490196078431373,0.9999999999999999,0.569767441860465,0.5526315789473684,0.5142857142857125,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.49885576179711927,0.6388888888888888,0.7999999999999999,0.2274509803921569,0.9999999999999999,0.627906976744186,0.39473684210526316,0.485714285714284,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.06305007470477794,0.3333333333333335,0.5428571428571428,0.6352941176470589,0.7948717948717948,0.8837209302325582,0.2894736842105263,0.44761904761904603,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6555912778134618,0.4722222222222223,0.6285714285714286,0.09411764705882353,0.9999999999999999,0.2906976744186046,0.0,0.5333333333333314,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.42471670746095447,0.75,0.8285714285714285,0.10980392156862742,0.9999999999999999,0.3023255813953488,0.39473684210526316,0.5047619047619065,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.021020394727620996,0.5277777777777779,0.7999999999999999,0.3098039215686274,0.9999999999999999,0.5465116279069768,0.42105263157894735,0.39047619047619264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.11036331888071815,0.41666666666666674,0.7999999999999999,0.6470588235294119,0.9999999999999999,0.3255813953488372,0.4473684210526315,0.4952380952380935,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.5780051348356027,0.25,0.39999999999999997,0.4509803921568627,0.9999999999999999,0.7674418604651163,0.3421052631578947,0.03809523809523796,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.09080557035574219,0.4444444444444444,0.7714285714285714,0.615686274509804,0.9999999999999999,0.5348837209302326,0.39473684210526316,0.47619047619047805,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.12786400087847008,0.08333333333333348,0.3142857142857143,0.007843137254901954,0.9999999999999999,0.6627906976744187,0.13157894736842105,0.8476190476190482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3851536148553727,0.36111111111111116,0.3714285714285714,0.05490196078431372,0.5897435897435898,0.3255813953488372,0.0,0.7333333333333343,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2689315568804898,0.6388888888888888,0.5142857142857142,0.2901960784313725,0.9999999999999999,0.5930232558139534,0.23684210526315788,0.2761904761904752,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.7043467907326982,0.13888888888888906,0.7714285714285714,0.7843137254901962,0.9999999999999999,0.627906976744186,0.5263157894736842,0.40952380952380807,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.20525493419379945,0.4444444444444444,0.7999999999999999,0.46274509803921565,0.9999999999999999,0.5930232558139534,0.631578947368421,0.39047619047619264,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.686660058892095,0.5277777777777779,0.5428571428571428,0.2745098039215686,0.9999999999999999,0.9186046511627906,0.18421052631578946,0.5714285714285694,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.09741977595865697,0.5555555555555556,0.8285714285714285,0.4941176470588235,0.9999999999999999,0.627906976744186,0.21052631578947367,0.5142857142857125,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.10804695786828791,0.75,0.7999999999999999,0.29803921568627445,0.8974358974358974,0.6860465116279069,0.13157894736842105,0.485714285714284,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.00668346201596709,0.5555555555555556,0.7142857142857143,0.39607843137254894,0.9999999999999999,0.5930232558139534,0.3684210526315789,0.42857142857142705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.4037801911261228,0.6666666666666667,0.8285714285714285,0.3215686274509804,0.9999999999999999,0.8488372093023255,0.3421052631578947,0.4952380952380935,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.8265804577033659,0.41666666666666674,0.45714285714285713,0.5294117647058824,0.5897435897435898,0.8837209302325582,0.3684210526315789,0.6190476190476168,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5681194198424121,0.3333333333333335,0.8857142857142857,0.007843137254901954,0.9999999999999999,0.7674418604651163,0.0,0.6666666666666679,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6346774094146471,0.38888888888888884,0.34285714285714286,0.08235294117647057,0.9999999999999999,0.7674418604651163,0.0,0.6285714285714299,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.8934484475453539,0.6388888888888888,0.39999999999999997,0.4666666666666666,0.9999999999999999,0.569767441860465,0.3421052631578947,0.4952380952380935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.710055110976761,0.38888888888888884,0.7714285714285714,0.2274509803921569,0.9999999999999999,0.8372093023255813,0.13157894736842105,0.6476190476190489,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.4622329126444387,0.5833333333333335,0.8857142857142857,0.26666666666666666,0.9999999999999999,0.8837209302325582,0.18421052631578946,0.2952380952380942,0.7000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.4149043131898779,0.3055555555555556,0.7428571428571428,0.5254901960784314,0.9999999999999999,0.6046511627906976,0.3421052631578947,0.6285714285714299,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.920565029961983,0.38888888888888884,0.19999999999999998,0.2274509803921569,0.9999999999999999,0.45348837209302323,0.2631578947368421,0.8666666666666671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.35462454450486763,0.13888888888888906,0.7999999999999999,0.14901960784313725,0.9999999999999999,0.6976744186046511,0.21052631578947367,0.6571428571428584,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.18941596612997322,0.5277777777777779,0.7714285714285714,0.5607843137254902,0.9999999999999999,0.5116279069767442,0.5789473684210527,0.3809523809523796,0.30000000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.6906451670913674,0.4444444444444444,0.7999999999999999,0.27058823529411763,0.9999999999999999,0.7325581395348837,0.21052631578947367,0.5428571428571445,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2834091335681285,0.5555555555555556,0.7714285714285714,0.47843137254901963,0.9999999999999999,0.8023255813953487,0.18421052631578946,0.4952380952380935,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.8588221045149798,0.36111111111111116,0.8857142857142857,0.16470588235294115,0.9999999999999999,0.8023255813953487,0.23684210526315788,0.3523809523809547,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.7361424964942883,0.38888888888888884,0.7428571428571428,0.6431372549019608,0.9999999999999999,0.9534883720930232,0.4473684210526315,0.7238095238095212,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.1439273061531024,0.3333333333333335,0.39999999999999997,0.06274509803921569,0.3846153846153846,0.7674418604651163,0.13157894736842105,0.5238095238095255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5906135189198413,0.8055555555555556,0.8285714285714285,0.20784313725490194,0.9999999999999999,0.5465116279069768,0.0,0.3809523809523796,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9232147761455611,0.0277777777777779,0.7999999999999999,0.28627450980392155,0.9999999999999999,0.569767441860465,0.2631578947368421,0.5333333333333314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.734099895204165,0.6666666666666667,0.7999999999999999,0.26274509803921564,0.9999999999999999,0.8139534883720929,0.23684210526315788,0.44761904761904603,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.010636831206314222,0.38888888888888884,0.7428571428571428,0.7137254901960784,0.9999999999999999,0.441860465116279,0.6578947368421052,0.4952380952380935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5818327955149747,0.38888888888888884,0.39999999999999997,0.3254901960784314,0.9999999999999999,0.8023255813953487,0.18421052631578946,0.485714285714284,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.4061042774422907,0.4722222222222223,0.7428571428571428,0.615686274509804,0.9999999999999999,0.6395348837209303,0.6842105263157894,0.5619047619047635,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.19852562999813025,0.6666666666666667,0.7428571428571428,0.42745098039215684,0.9999999999999999,0.47674418604651164,0.5526315789473684,0.485714285714284,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.11132479471130474,0.6388888888888888,0.7999999999999999,0.14901960784313725,0.9999999999999999,0.569767441860465,0.13157894736842105,0.6666666666666679,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.18923547560928253,0.5277777777777779,0.7714285714285714,0.5294117647058824,0.9999999999999999,0.569767441860465,0.5526315789473684,0.47619047619047805,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.47175644948582046,0.5555555555555556,0.7714285714285714,0.47843137254901963,0.9999999999999999,0.9186046511627906,0.18421052631578946,0.485714285714284,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5704390284522726,0.5555555555555556,0.7428571428571428,0.2941176470588235,0.9999999999999999,0.7790697674418605,0.23684210526315788,0.4380952380952401,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.9732955911364335,0.36111111111111116,0.7714285714285714,0.21568627450980388,0.9999999999999999,0.8023255813953487,0.21052631578947367,0.5999999999999979,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9056796886808189,0.36111111111111116,0.34285714285714286,0.015686274509803914,0.9999999999999999,0.6976744186046511,0.0,0.6380952380952358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6895268954602631,0.4722222222222223,0.6285714285714286,0.3411764705882353,0.9999999999999999,0.9186046511627906,0.2631578947368421,0.6190476190476168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.28750301199079065,0.5555555555555556,0.8285714285714285,0.4941176470588235,0.9999999999999999,0.8023255813953487,0.15789473684210525,0.5238095238095255,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.5690980951983112,0.5,0.8285714285714285,0.4666666666666666,0.9999999999999999,0.8837209302325582,0.3684210526315789,0.5238095238095255,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.3626656434067387,0.3333333333333335,0.8857142857142857,0.031372549019607836,0.9999999999999999,0.17441860465116277,0.13157894736842105,0.6571428571428584,0.30000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2061424174171699,0.4444444444444444,0.7428571428571428,0.607843137254902,0.9999999999999999,0.3372093023255814,0.7368421052631579,0.5714285714285694,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6230317129374,0.22222222222222232,0.9142857142857143,0.14901960784313725,0.9999999999999999,0.8372093023255813,0.23684210526315788,0.5619047619047635,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4427473427285658,0.25,0.7714285714285714,0.6627450980392157,0.9999999999999999,0.6395348837209303,0.47368421052631576,0.44761904761904603,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.30177881049115063,0.5,0.7999999999999999,0.4,0.8974358974358974,0.7441860465116279,0.39473684210526316,0.5238095238095255,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
